sentence	level
在那段时间里由于我的鼻子不太通气，晚上常常醒来感到口里和喉咙干得难受。	7
医生做完了手术，但他的成功有赖于那些发明了新型激光手术刀的研究人员。	6
我把表格填错了. 再给我一张空白的, 可以吗?	4
他在金鱼缸周围贴上了彩色风景明信片，好让金鱼们以为在游历四方。	7
各位女士、先生，现在我为你们介绍一位舞台和银幕上著名的明星，约翰·韦恩。	6
我们所办不到的是要使云产生雨，如果它不是随时要产生雨的话。	3
一定要用毛巾把孩子们彻底擦干，他们浑身湿透了，说不定会着凉的。	7
上星期我儿子被考核了急救方面的知识，现在他已获得六枚童子军奖章。	7
我从来没有在一个地方长住过，一定是我性格中有吉普赛人的特性。	6
植树的行列种植在一宽阔的草坪上的一排排的树或灌木	7
和美国家庭的这种爱同时并存的是自强及独立的文化价值观。	4
我在会上真出了洋相了--一站起来就把问题忘了.	6
他们知道那幅画是膺品. 而且还知道是谁仿画的.	5
假若贵方愿意接受我们的建议，请通知我们，以便进一步商讨合作的细节。	6
他平安的消息到达她那里之前，那段时间似乎是无限漫长的。	5
我曾在这里住了一年，攒够了钱以后才举家迁居国外。	7
每一处农庄都有大批购买来的和配给的仆人从事开垦荒地。	7
你在那不停的噪声中怎麽能工作得下去呀?	7
这孩子把关在笼里的鸟儿放出来，鸟儿吱吱叫着飞走了。	7
他摆出一幅笑脸，不过这似乎让他使尽了全身的气力。	5
他给这本日记写了序言, 简述日记发现的经过.	4
日本的确是个美丽的国家，但最近日本的大都市已被污染。	5
我们家一条新来的小狗把我害苦了，它整天试图咀嚼家具。	7
我相信通过双方的努力，交易往来定会朝着互利的方向发展。	3
贝尔的父亲甚至为聋人发明了一套所谓的“可见的语言”。	7
我一直抬那些重东西, 现在腰都痛了.	5
别让她在你们之间挑拨－－她就是太忌妒了。	7
你当众纠正我的错误, 弄得我很难为情.	6
假如查出你向该国走私货物，你的货物可能会被没收。	5
一位稀有昆虫采集家将给我们看一些他的最新发现。	7
迷惑了数小时后，我最终弄明白了，并找到了答案。	7
我觉得这儿很憋气, 咱们开几扇窗户好吗?	7
别摇晃瓶子, 要不沉淀就都搅起来了.	7
我不知道地址，但地点是离SheratonHotel北边两条街的地方。	4
过了一会儿，我们在一些白杨树下面找到了一个遮阴的地方。	7
他将钟表里的发条取了出来，可现在装上不了。	3
那把刀子被卡住了，她猛地一拔，把它拔了出来。	6
我还不想公开我那些会引起争论的观点，宁可暂且随大溜。	7
人们对这问题的看法超越了他们沿袭至今的政治界限。	7
水上体育活动驾舟、游泳或其它与水有关的运动的技术	7
我的友人，多数生活在城市。然而，一提起农村，他们总是欣喜若狂。	6
没表示否定, 其含义可能理解为是肯定的.	5
可能下雨--你最好带把伞, 以防万一（下起来）.	4
长期地经验使他们能制订出一个正确和切实的方案	4
我刚煮好咖啡--你能抽空儿喝点儿吗?	6
他们把自己的家变成了无家可归的孤儿们的避难所。	6
这张古董桌子卖给那位戴粉红色帽子的女士了.	7
60岁以上的人的锻炼时间减低到每日十分钟.	4
今年的春季会较往年来得晚，因为天气一直还这么冷。	4
肥皂粉别用得太多, 这儿的水很软.	7
她在枪上留下的指纹就是她犯罪的确凿证据.	7
经过这许多年月, 他的体力不如从前了.	2
变异的从标准变化来的，通常只是一些轻微的不同	6
反动统治者发现要征服那些被压迫的当地人是很困难的。	4
那间房子是出售的，房子里有暖气设备和地下室。	4
我已经计算出你应分摊的费用是10英镑.	7
玩具火车的客车车厢用专门的挂钩挂上了机车。	7
因为长时间的干旱，农民们对于好收成的前景是怀疑的。	7
她最近的一部小说在出版当年就印行了三次.	5
餐厅里吸烟的烟雾就没有地方躲得过去吗?	7
他宣布脱离他原来的宗教而成为了一名穆斯林教徒。	7
今日的许多电影明星最初都是由人才发掘者发现的。	7
有些人感到退休生活很艰难，但他轻而易举地适应了。	5
我们即使有新闻自由，也并不意味著一切报道都真实可信、准确无误。	4
他利用那机会表达了对主席积压已久的怨气.	5
人生是以哭、泣、笑三者构成的，尤以泣为最。	7
演讲者激发了我们的情感而不是启发我们的思考.	5
教师希望给小学生读宗教故事来提高他们的修养.	6
新的道路系统可使车辆在任何时候都畅通无阻.	6
我们的队扔硬币赢了， 因此由我们队先开球。	5
晦涩的以有意使风格或表达上含糊不清为特点的	5
妻子，夫人通过结婚而与一个男人结合的女人；女性配偶	5
第二天早上我与妻子离别之时，我已经走出门外几步，她叫我回来，小声地对我说要多加小心。	4
在大多数的主要交叉路口，都有一幅街道（朗巴德街、俄亥俄街、市场街等等）的详图刻在人行道的石头上。只要你低头看一下，就知道自己所在的位置了。	7
她已经（向我）暗示说我得到了这个奖.	4
用一把这么钝的刀子切菠萝是不可能的。	7
我给你拍照的那一刹那, 你不要动。	7
是什麽促使你做出这等蠢事来的?	7
这辆自行车没闸--你要骑可太危险了.	7
她在西部（如加利福尼亚州）到现在已住了十年了.	7
他并不是病得不能来工作，他只是在泡病号。	6
我的小小捐献在巨大的总额中小得几乎看不见。	6
这是一桩民事案件，因此他没有被送进监狱的可能。	7
从各方面来看, 他都是个正人君子.	7
园艺叉子的一个尖齿把他的脚扎了.	7
这种心理治疗是在一起活动的小组之间进行的.	4
我可以听见他在隔壁屋子里（不停地）锤打东西.	7
她似乎很诚实, 但我可以信赖她吗?	6
我们得（给那对幸福的夫妇）打个电话表示祝贺.	5
唉！可怜的公爵！他担负的工作简直是数沙饮海；一个人站在他一边作战，就有1000人转身逃走。	7
这一章我看到一半才意识到我根本没看懂。	3
我们可以以2比零或2比1赢得这三局两胜的比赛.	4
理想主义，是按和问题的距离成正比例而增大的。	4
没有一件事比我儿子幸能通过入学考试更使我高兴。	3
这个贫穷的母亲怅惘地回忆她已经逝去的青春。	7
戴维觉得（与别的孩子）交朋友是很难的事.	4
窃贼把失火的仓库里的货物都偷走了.	7
他对资本的精明投放已使他的生活发生巨变。	4
不幸的小伙子啊, 他刚刚死了妻子.	4
自从他去年夏天离去, 我们就失去了联系。	3
在这样远景鼓舞下，他们打算修建更多的水渠。	6
她与原来的丈夫离婚十年後又复婚了.	4
警察搜查了半径两英里范围内所有的田野和森林。	6
双方之间的任何争议都应通过友好协商来解决。	5
当我们到达山顶时，美丽景色展现在我们的眼前。	4
我刚才还在琢磨著这条路多长啊.	7
没有海关的许可，这些货物是不允许出口的。	6
满是尘土的路弄得行人也满面尘土了。	7
所有党派的政治家们都一致谴责他的行为。	7
英国来的燕子飞到南非那样远的地方。	7
没有人怀疑他在金融事务中的卓越成就。	7
高级军官和下级军官的房间是分著的.	5
小酒店里净是身穿花呢衣服的农民.	3
付给医院医疗费是有违她的社会主义原则的.	5
她的书抓住了文艺复兴时期人文主义的精髓.	7
你应该体谅他, 因为他一直病著.	6
他接近六十岁了，但他仍认为自己还是中年人。	3
我上司让我给这位新网球冠军写篇小传。	5
我听到了他口袋里叮当碰撞的硬币声。	7
他对他们的候选人发表了一些有利的评论。	3
他听到的唯一的声音就是那台机器的嗡嗡声。	5
第二天早上我发现秧苗挺立着，一点也没损坏。	7
他们哄骗我，让我产生了一种虚假的安全感。	7
我们用电脑查找所有用连字符连接的词。	4
作为那些公司的拥有者，她被视为财富的象征。	5
手提箱裂开了，里面的东西纷纷落在地板上。	6
他的计划的要点在这个报告中酌此概括。	7
和可能打仗相比，所有其他忧虑都变得微不足道了。	7
我是由本地的旅游代理人预先安排的度假事宜。	3
被降级的降级的、丢脸的或降低尊严的	5
我不愿意牵扯到这场学制改革的争论之中。	7
她发觉退休后很难建立起新的生活规律。	4
现象学研究人的经历中所有可能出现情况的学问，在此期间，并不考虑客观现实和纯粹的主观反应	7
如果领子不牢稳，你最好用别针把它别住。	6
根据出身不同而区别待人是不对的.	3
我记得感到上帝或某人把我们凑合在一起。	7
这一千本书将构成学校新图书馆藏书的基础。	6
新总统对不忠诚的陆军军官进行了一次整肃。	6
经过几小时的激烈战斗，我们赶走了入侵的匪徒。	7
她不但参加了竞赛--而且居然获胜了!	5
＂一位在钟塔上工作的油漆工把一桶油漆挂在一根指针上，把钟弄慢了。＂	7
有些地方仍使用在太阳下晒干砖块的方法。	7
自从我们的祖先发明指南针以来，将近两千年过去了。	6
这一定很小，目前精神病的诊断方法还发现不了。	5
根据定义,首都是一个国家的政治文化中心。	4
他脸上有许多难看的红色大斑点.	7
这么冷的天不穿一件外套真荒唐。	7
他想到要在冬天游泳就有些犹豫.	5
子弹击中他时他疼得哼了出来。	7
上次我去那家酒吧，喝的酒分量不足。	3
你能将这两个品种区别开来吗?	3
你并不认为我会相信那个可鄙的借口，是吧？	7
她连给最穷的乞丐一个便士都舍不得。	7
那次事故後她的腿上留下了伤疤。	3
他们把掠夺来的东西装进大车里.	7
他抢走我手中的提包就跑了.	5
一直朝著这个方向走就看见指示牌了.	4
她用灵巧的双手为我织了一副手套。	6
他依法应得的遗产被人骗走了.	5
两国总理的会谈将于下月举行。	3
他的论点的核心是资本主义不能成功.	5
得到她丈夫的死讯, 她神经错乱了。	6
他在青年时代曾经有过想当钢琴家的雄心。	5
他讲述了牛顿的引力定律，给人以深刻的印象。	4
在文明时代，这麽残忍是不能宽恕的。	7
她对购买生日礼品的事非常在行.	4
它有一座医院，有42名经过训练的医务人员。	3
专家们对该计划的可行性意见不一。	3
有些电视节目的用意是要今天观赏，明天忘掉。	4
我打电话时, 她早已走了.	2
流行敏感的，赶新潮的对最新的潮流或发展很敏感的，感兴趣的或了解的	5
这个水库是用来为我们小镇存储水的。	6
我把那封信挂号寄出了，因为里面有钱。	4
我比较了复印件和原件，但是差别不是很大。	3
容纳不下的病人躺在地上和走廊里。	7
市外公路上有一处很陡的上坡路。	7
在葬礼上发笑或开玩笑是失礼的行为。	7
这个人为了赢得胜利进行了英勇的斗争。	4
旅行社的那位小姐告诉我下午一点开门.	3
那个喜剧演员讲的笑话把人们都逗笑了。	7
解放后这个国家的农业得到了巨大的发展。	4
有些职员要被解雇，不过请放心，你不在此列。	7
小女孩失去了平衡，从平衡木上摔了下来。	6
他的遗体被运回，埋葬在一个公墓里。	7
申请的截止日[日期]是5月1日.	6
他的善心使得许多穷孩子上大学成为可能。	4
